15471,Great Teacher's Decree,uncommon,0.06,0.11,0.12,0.10,white,Zoltan Boros,2017-11-17,Iconic Masters
15472,Elven Riders,uncommon,0.13,,0.10,0.45,green,Darrell Riche,2007-07-13,Tenth Edition
15473,Elvish Hydromancer,uncommon,0.03,0.02,0.10,0.10,green-blue,Fajareka Setiawan,2022-09-09,Dominaria United
15474,Elfhame Wurm,common,0.01,0.04,0.07,0.02,green,Victor Adame Minguez,2022-09-09,Dominaria United
15475,Bow to My Command,common,0.82,,0.10,,none,Dan Scott,2017-06-16,Archenemy: Nicol Bolas Schemes
15476,Sway of Illusion,uncommon,0.23,7.60,0.19,4.89,blue,Greg Hildebrandt & Tim Hildebrandt,2000-10-02,Invasion
15477,Human Wizard,common,0.67,,,,blue,Nils Hamm,2016-07-22,Eldritch Moon Tokens
15478,Custody Battle,uncommon,0.37,6.02,0.28,3.90,red,Greg Hildebrandt & Tim Hildebrandt,2002-10-07,Onslaught
15479,Bog Serpent,common,0.10,0.33,0.02,0.35,black,Thomas M. Baxa,2007-02-02,Planar Chaos
15480,Transgress the Mind,uncommon,0.09,0.46,0.19,0.79,black,Cynthia Sheppard,2015-10-02,Battle for Zendikar
15481,Caravan Escort,common,0.07,,0.02,,white,Goran Josic,2015-08-28,Duel Decks: Zendikar vs. Eldrazi
15482,Tromokratis,uncommon,0.11,0.32,0.20,0.46,blue,Jaime Jones,2023-08-04,Commander Masters
15483,Thunderscape Battlemage,uncommon,0.10,,0.47,,black-green-red,Mike Ploog,2010-03-19,Duel Decks: Phyrexia vs. the Coalition
15484,Spellweaver Helix,rare,0.35,9.92,0.22,4.00,none,Luca Zontini,2003-10-02,Mirrodin
15485,Jund,common,0.47,,0.24,,none,Aleksi Briclot,2023-04-21,March of the Machine Commander
15486,Headless Specter,common,0.01,0.25,0.02,0.10,black,Anastasia Ovchinnikova,2019-06-14,Modern Horizons
15487,Indestructibility,rare,1.01,3.80,0.30,0.30,white,Darrell Riche,2013-07-19,Magic 2014
15488,Camaraderie,rare,0.17,,0.16,,green-white,Sidharth Chaturvedi,2022-04-29,New Capenna Commander
15489,Reduce to Ashes,common,0.02,0.25,0.01,0.11,red,Jason A. Engle,2019-07-12,Core Set 2020
15490,Weaver of Currents,uncommon,0.07,0.40,0.20,0.10,green-blue,Winona Nelson,2017-04-28,Amonkhet
15491,"Athreos, Shroud-Veiled",mythic,4.48,4.52,3.70,,black-white,Igor Kieryluk,2020-01-24,Theros Beyond Death
15492,Conqueror's Flail,rare,2.74,3.54,2.42,3.99,none,Franz Vohwinkel,2022-07-08,Double Masters 2022
15493,Alchemist's Greeting,common,0.07,,0.09,,red,Jakub Kasper,2019-08-23,Commander 2019
15494,Tombstone Stairwell,rare,6.53,,9.37,,black,Dom!,1996-10-08,Mirage
15495,Borborygmos,rare,0.23,7.69,0.30,1.50,green-red,Todd Lockwood,2006-02-03,Guildpact
15496,Nature's Embrace,common,0.03,0.07,0.10,0.19,green,Dominik Mayer,2021-11-19,Innistrad: Crimson Vow
15497,Wanderwine Prophets,rare,7.98,18.27,2.36,6.99,blue,Alex Horley-Orlandelli,2007-10-12,Lorwyn
15498,Aswan Jaguar,common,24.99,,14.99,,green,Pat Lewis,1997-04-01,MicroProse Promos
15499,Tahngarth,rare,1.03,,0.50,,none,Pete Venters,1997-05-01,Vanguard Series
15500,Capricious Efreet,rare,0.20,,0.10,,red,Justin Sweet,2013-11-01,Commander 2013
15501,"Gor Muldrak, Amphinologist",rare,0.06,0.34,0.36,0.28,green-blue,Steven Belledin,2020-11-20,Commander Legends
15502,Rolling Spoil,uncommon,0.19,0.52,0.03,0.40,black-green,Ron Spencer,2005-10-07,Ravnica: City of Guilds
15503,Blindblast,common,0.05,,0.07,,red,Sidharth Chaturvedi,2020-07-17,Jumpstart
15504,"Arvinox, the Mind Flail",mythic,2.09,,0.70,,black,Nikola Matkovic,2022-03-03,Universes Within
15505,The Shire,rare,1.15,1.39,0.98,1.24,green,Jonas De Ro,2023-06-23,The Lord of the Rings: Tales of Middle-earth
15506,Open the Omenpaths,common,0.03,0.06,0.10,0.11,red,Eric Deschamps,2021-02-05,Kaldheim
15507,Watchers of the Dead,uncommon,0.06,0.46,0.12,0.15,none,Joseph Meehan,2017-04-28,Amonkhet
15508,Pyrohemia,uncommon,6.58,,8.41,,red,Stephen Tappin,2017-06-09,Commander Anthology
15509,Disciple of Perdition,uncommon,0.16,,0.16,,black,Alix Branwyn,2022-12-02,Jumpstart 2022
15510,Timely Hordemate,uncommon,0.05,0.25,0.02,0.19,white,Steve Prescott,2014-09-26,Khans of Tarkir
15511,The Magic Mirror,mythic,2.58,3.87,1.72,1.95,blue,Anastasia Ovchinnikova,2019-10-04,Throne of Eldraine
15512,Marshal of Zhalfir,uncommon,0.09,0.12,0.14,0.20,blue-white,Darren Tan,2023-04-21,March of the Machine
15513,Proud Mentor,uncommon,0.05,0.18,0.03,0.14,white,Jakub Kasper,2018-06-08,Battlebond
15514,Icewind Stalwart,common,0.04,0.14,0.01,0.14,white,Marcela Medeiros,2022-06-10,Commander Legends: Battle for Baldur's Gate
15515,Whispersilk Cloak,uncommon,3.57,,1.99,,none,Daren Bader,2016-11-25,Planechase Anthology
15516,Minamo Scrollkeeper,common,0.03,0.24,0.05,0.18,blue,Paolo Parente,2014-06-06,Conspiracy
15517,Split the Party,uncommon,0.02,0.08,0.05,0.23,blue,Zoltan Boros,2021-07-23,Adventures in the Forgotten Realms
15518,Convalescence,rare,0.33,,0.75,,white,D. Alexander Gregory,1998-06-15,Exodus
15583,Door of Destinies,rare,6.45,,7.50,,none,Larry MacDougall,2017-08-25,Commander 2017
15519,"Quickbeam, Upstart Ent",uncommon,0.01,0.15,0.07,0.12,green,Tomas Duchek,2023-06-23,The Lord of the Rings: Tales of Middle-earth
15520,Ragged Recluse // Odious Witch,common,0.02,0.05,0.02,0.02,black,Lie Setiawan,2021-11-19,Innistrad: Crimson Vow
15521,Azorius Knight-Arbiter,common,0.06,0.20,0.10,0.07,blue-white,Even Amundsen,2019-01-25,Ravnica Allegiance
15522,The Ultimate Nightmare of Wizards of the Coast® Customer Service,uncommon,0.44,,0.33,,red,Melissa A. Benson,1998-08-11,Unglued
15523,Ferropede,uncommon,1.19,5.09,0.28,0.80,none,Jeff Easley,2004-06-04,Fifth Dawn
15524,Lost Auramancers,uncommon,0.09,0.41,0.19,0.05,white,Brandon Kitkouski,2021-03-19,Time Spiral Remastered
15525,Introduction to Prophecy,common,0.10,0.22,0.07,0.21,none,Micah Epstein,2021-04-23,Strixhaven: School of Mages
15526,Magma Vein,uncommon,0.21,0.35,0.15,0.99,red,Glen Angus,2001-10-01,Odyssey
15527,Planar Ally,common,0.01,0.11,0.02,0.19,white,Marta Nael,2021-07-23,Adventures in the Forgotten Realms
15528,Tenacious Dead,uncommon,0.18,0.72,0.25,0.47,black,John Stanko,2018-06-08,Battlebond
15529,Sword Dancer,uncommon,0.10,,0.02,,white,Roger Raupp,2003-07-28,Eighth Edition
15530,Chameleon Spirit,uncommon,0.24,19.98,0.18,2.90,blue,Bradley Williams,1999-10-04,Mercadian Masques
15531,"Korvold, Fae-Cursed King",mythic,10.15,10.29,15.00,17.18,black-green-red,Wisnu Tan,2019-10-04,Throne of Eldraine
15532,Clowning Around,common,0.02,0.06,0.19,0.18,white,Ralph Horsley,2022-10-07,Unfinity
15533,Olivia's Wrath,rare,1.45,,1.55,,black,Nestor Ossandon Leal,2021-11-19,Crimson Vow Commander
15534,Learned Learner,rare,0.16,,3.98,,blue,Nick Southam,2021-08-20,Mystery Booster Playtest Cards 2021
15535,Tah-Crop Elite,common,0.02,0.22,0.05,0.20,white,Raoul Vitale,2017-04-28,Amonkhet
15536,Evernight Shade,uncommon,0.13,,0.10,,black,Nic Klein,2014-11-07,Commander 2014
15537,Main Event Horizon,rare,0.05,0.14,0.07,1.99,white,Mike Burns,2022-10-07,Unfinity
15538,Cut the Tethers,uncommon,0.12,,0.04,0.67,blue,Ron Spears,2004-10-01,Champions of Kamigawa
15539,Mistfire Weaver,uncommon,0.10,0.40,0.02,1.00,blue,Chris Rahn,2014-09-26,Khans of Tarkir
15540,Gut Shot,common,1.08,2.19,1.40,2.50,red,Greg Staples,2015-05-22,Modern Masters 2015
15541,Doubling Cube,rare,18.51,73.87,8.50,32.00,none,Mark Tedin,2007-07-13,Tenth Edition
15542,Valiant Guard,common,0.08,0.25,0.02,0.08,white,Chris Rahn,2009-02-06,Conflux
15543,Phantom Whelp,common,0.10,0.31,0.05,0.50,blue,Wayne England,2001-10-01,Odyssey
15544,"Strategy, Schmategy",rare,0.22,,0.17,,red,Daniel Gelon,2020-02-29,Unsanctioned
15545,Resolute Veggiesaur,uncommon,0.03,0.09,0.02,0.03,green,Leonardo Santanna,2022-10-07,Unfinity
15546,Pardic Collaborator,uncommon,0.18,0.86,0.09,0.50,black-red,Pete Venters,2002-02-04,Torment
15547,Disrupt Decorum,rare,0.43,0.77,0.23,0.79,red,Sidharth Chaturvedi,2023-08-04,Commander Masters
15548,Ramosian Sergeant,common,0.22,6.43,0.30,10.50,white,Don Hazeltine,1999-10-04,Mercadian Masques
15549,The Mending of Dominaria,rare,0.23,,0.15,,green,Adam Paquette,2023-08-04,Commander Masters
15550,Beasts of Bogardan,uncommon,0.20,,0.24,,red,Daniel Gelon,1995-07-01,Chronicles
15551,"Glissa, Herald of Predation",rare,0.25,0.26,0.20,1.99,black-green,Cristi Balanescu,2023-04-21,March of the Machine
15552,Sinister Concierge,rare,0.18,,0.30,,blue,Tomas Duchek,2022-04-29,New Capenna Commander
15553,Stumpsquall Hydra,rare,0.26,,0.14,,green,Grzegorz Rutkowski,2020-11-20,Commander Legends
15554,Sidisi's Pet,common,0.03,0.25,0.02,0.50,black,Evan Shipard,2014-09-26,Khans of Tarkir
15555,Salvage Drone,common,0.03,0.29,0.02,0.20,blue,Slawomir Maniak,2015-10-02,Battle for Zendikar
15556,Eldrazi Displacer,rare,2.98,9.96,2.50,3.50,white,Daarken,2016-01-22,Oath of the Gatewatch
15557,Sefris of the Hidden Ways,mythic,,0.24,,0.24,black-blue-white,Ryan Pancoast,2021-07-23,Forgotten Realms Commander
15558,Magnetic Theft,uncommon,4.37,20.70,1.71,11.84,red,Dave Dorman,2004-06-04,Fifth Dawn
15559,Pus Kami,uncommon,0.19,0.52,0.02,0.40,black,Dave Allsop,2005-02-04,Betrayers of Kamigawa
15560,Putrefy,uncommon,0.30,,0.08,,black-green,Clint Cearley,2021-02-05,Kaldheim Commander
15561,Maskwood Nexus,rare,2.83,,2.61,,none,Jason A. Engle,2022-06-10,Commander Legends: Battle for Baldur's Gate
15562,Cleaving Sliver,common,0.13,,0.12,,red,David Gaillet,2023-08-04,Commander Masters
15563,Serra Sphinx,uncommon,0.05,0.10,0.03,0.15,blue,Daren Bader,2020-08-07,Double Masters
15564,Spire Tracer,common,0.04,0.54,0.09,0.15,green,Christopher Moeller,2013-02-01,Gatecrash
15565,Tropical Storm,uncommon,0.22,,0.15,,green,Richard Kane Ferguson,1996-10-08,Mirage
15566,Spring Cleaning,common,0.10,5.62,0.12,0.51,green,Michael Sutfin,2007-10-12,Lorwyn
15567,Run Ashore,common,0.01,0.07,0.10,0.02,blue,Svetlin Velinov,2021-02-05,Kaldheim
15568,Darksteel Forge,mythic,35.04,40.94,23.97,32.00,none,Martina Pilcerova,2020-08-07,Double Masters
15569,Rune of Protection: Red,common,0.21,,0.12,,white,Scott M. Fischer,1998-10-12,Urza's Saga
15570,Voice of Many,uncommon,0.15,,0.30,,green,Greg Staples,2021-02-05,Kaldheim Commander
15571,Gruesome Deformity,common,0.05,0.27,0.16,0.67,black,Matt Stewart,2011-09-30,Innistrad
15572,Moonhold,uncommon,0.21,1.53,0.55,0.35,red-white,Mike Dringenberg,2008-07-25,Eventide
15573,Battle of Wits,rare,0.14,0.39,0.10,0.80,blue,Jason Chan,2012-07-13,Magic 2013
15574,Consuming Aberration,rare,0.27,,0.29,,black-blue,Domenico Cava,2022-06-10,Commander Legends: Battle for Baldur's Gate
15575,"Lathril, Blade of the Elves",mythic,3.58,3.64,3.46,4.74,black-green,Caroline Gariba,2021-02-05,Kaldheim Commander
15576,Shadowblood Egg,uncommon,0.27,12.31,0.22,1.45,black-red,David Martin,2001-10-01,Odyssey
15577,Shield of the Oversoul,common,1.75,21.19,1.54,4.80,green-white,Steven Belledin,2008-05-02,Shadowmoor
15578,Thraben Gargoyle // Stonewing Antagonizer,uncommon,0.10,0.32,0.10,0.30,none,Daniel Ljunggren,2016-04-08,Shadows over Innistrad
15579,Phyrexian Vindicator,mythic,3.03,3.76,3.54,4.28,white,Denys Tsiperko,2023-02-03,Phyrexia: All Will Be One
15580,"Volo, Itinerant Scholar",mythic,0.33,0.37,0.90,0.57,blue,Andreas Zafiratos,2022-06-10,Commander Legends: Battle for Baldur's Gate
15581,Shivan Oasis,uncommon,0.23,,0.75,,green-red,Rob Alexander,2010-03-19,Duel Decks: Phyrexia vs. the Coalition
15582,Angel of Flight Alabaster,rare,0.10,,0.17,,white,Howard Lyon,2021-11-19,Crimson Vow Commander
15584,Emmessi Tome,uncommon,0.10,0.21,0.02,0.18,none,Craig J Spearing,2016-06-10,Eternal Masters
15585,Cabal Therapist,rare,0.23,2.00,0.20,0.94,black,Mitchell Malloy,2019-06-14,Modern Horizons
15586,Orcish Healer,uncommon,0.18,,0.24,,black-green-red,Quinton Hoover,1995-06-03,Ice Age
15587,"Thalia, Guardian of Thraben",rare,0.24,1.01,0.70,1.99,white,Magali Villeneuve,2021-11-19,Innistrad: Crimson Vow
15588,Icatian Moneychanger,common,0.17,,0.25,,white,Drew Tucker,1994-11-01,Fallen Empires
15589,Horn of the Mark,rare,0.83,1.17,0.78,1.00,none,Anastasia Balakchina,2023-06-23,The Lord of the Rings: Tales of Middle-earth
15590,Spinebiter,uncommon,0.37,4.82,0.65,1.00,green,Jaime Jones,2011-05-13,New Phyrexia
15591,Crookclaw Elder,uncommon,0.24,5.54,0.10,0.50,blue,Ron Spencer,2003-02-03,Legions
15592,Love Song of Night and Day,uncommon,0.11,,0.12,,white,Eli Minaya,2023-08-04,Commander Masters
15593,Feldon's Cane,special,1.43,17.31,0.60,7.99,none,Mark Tedin,2006-10-06,Time Spiral Timeshifted
15594,Omen,common,0.41,,0.05,,blue,Eric Peterson,1997-05-01,Portal
15595,Chivalric Alliance,rare,5.53,,5.13,,white,Jim Pavelec,2023-04-21,March of the Machine Commander
15596,Dread Shade,rare,0.14,0.45,0.15,0.47,black,G-host Lee,2018-04-27,Dominaria
15597,Sleep,uncommon,0.12,0.53,0.15,0.45,blue,Chris Rahn,2018-07-13,Core Set 2019
15598,Ransack the Lab,common,0.07,1.93,0.07,1.49,black,Chris Seaman,2019-06-14,Modern Horizons
15599,Inspiring Call,uncommon,0.44,,0.26,,green,Dan Scott,2023-04-21,March of the Machine Commander
15600,Thopter Arrest,uncommon,0.06,0.21,0.15,0.19,white,Kieran Yanner,2017-01-20,Aether Revolt
15601,Gift of Wrath,common,0.02,0.05,0.02,0.10,red,Isis,2022-02-18,Kamigawa: Neon Dynasty
15602,Knightly Valor,common,0.01,0.03,0.09,0.03,white,Matt Stewart,2022-07-08,Double Masters 2022
15603,Overwhelming Instinct,uncommon,0.38,2.50,0.13,2.99,green,Ron Spears,2002-10-07,Onslaught
15604,Cemetery Tampering,rare,0.19,0.27,0.10,0.49,black,Taras Susak,2022-04-29,Streets of New Capenna
15605,Fortune's Favor,uncommon,0.07,0.29,0.15,0.41,blue,Yohann Schepacz,2016-07-22,Eldritch Moon
15606,Sweatworks Brawler,common,0.02,0.12,0.01,0.11,red,Zack Stella,2017-01-20,Aether Revolt
15607,Vigilant Sentry,common,0.27,1.27,0.02,0.41,white,Eric Peterson,2002-05-27,Judgment
15608,Claim the Firstborn,uncommon,0.11,0.30,0.15,0.09,red,Iain McCaig,2019-10-04,Throne of Eldraine
15609,Phantom Centaur,uncommon,0.24,2.67,0.02,1.00,green,Carl Critchlow,2002-05-27,Judgment
15610,Arc Runner,common,0.13,1.10,0.02,0.20,red,Nils Hamm,2010-07-16,Magic 2011
15611,Scuttlegator,common,0.02,0.16,0.15,0.09,green-blue,Jehan Choo,2019-01-25,Ravnica Allegiance
15612,Woodborn Behemoth,uncommon,0.04,,0.10,,green,Matt Stewart,2020-07-17,Jumpstart
15613,Skyline Predator,uncommon,0.03,0.24,0.06,0.15,blue,Wesley Burt,2012-10-05,Return to Ravnica
15614,Hands of Binding,common,0.07,0.39,0.16,0.36,blue,Raymond Swanland,2013-02-01,Gatecrash
15615,Timber Protector,rare,23.48,40.35,7.00,9.99,green,Terese Nielsen & Philip Tan,2007-10-12,Lorwyn
15616,Dragonsguard Elite,rare,0.07,0.16,0.24,0.35,green,David Rapoza,2021-04-23,Strixhaven: School of Mages
15617,Myrkul's Invoker,common,0.04,0.04,0.02,0.04,black,Aaron J. Riley,2022-06-10,Commander Legends: Battle for Baldur's Gate
15618,Pawn of Ulamog,uncommon,2.89,,2.93,,black,Daarken,2017-08-25,Commander 2017
15619,Nightshade Seer,uncommon,0.14,2.57,0.25,3.00,black,Donato Giancola,1999-06-07,Urza's Destiny
15620,Artifact Ward,common,0.55,,0.90,,white,Douglas Shuler,1994-03-04,Antiquities
15621,Forgotten Sentinel,common,0.01,0.07,0.02,0.05,none,Joe Slucher,2020-07-03,Core Set 2021
15622,Mine Excavation,common,0.19,8.00,0.15,0.15,white,Chippy,2008-05-02,Shadowmoor
15623,Moriok Reaver,common,0.06,0.24,0.02,0.25,black,Marc Simonetti,2010-10-01,Scars of Mirrodin
15624,Berg Strider,common,0.01,0.06,0.05,0.05,blue,Filip Burburan,2021-02-05,Kaldheim
15625,Rakshasa Vizier,rare,0.12,0.15,0.13,0.50,black-green-blue,Nils Hamm,2014-09-26,Khans of Tarkir
15626,Brokers Initiate,common,0.02,0.03,0.10,0.20,green-blue-white,Viko Menezes,2022-04-29,Streets of New Capenna
15627,Godtracker of Jund,common,0.07,0.29,0.02,0.08,green-red,Justin Sweet,2009-04-30,Alara Reborn
15628,Clinging Mists,common,0.12,0.69,0.02,0.10,green,Anthony Francisco,2012-02-03,Dark Ascension
15629,Interplanar Brushwagg,rare,0.39,,5.00,,green,John Penick,2021-08-20,Mystery Booster Playtest Cards 2021
15630,Mardu Strike Leader,rare,0.09,,0.18,,black,Jason Rainville,2022-06-10,Commander Legends: Battle for Baldur's Gate
15631,Avaricious Dragon,mythic,1.50,6.66,1.82,5.99,red,Chris Rahn,2015-07-17,Magic Origins
15632,High-Speed Hoverbike,uncommon,0.06,0.19,0.28,0.02,none,Julian Kok Joon Wen,2022-02-18,Kamigawa: Neon Dynasty
15633,Assault Strobe,common,0.21,2.99,0.38,1.74,red,Kev Walker,2010-10-01,Scars of Mirrodin
15634,Possessed Nomad,rare,0.27,2.49,0.39,6.99,black-white,Eric Peterson,2002-02-04,Torment
15635,Return to Action,common,0.03,0.16,0.21,0.04,black,Jeremy Wilson,2022-02-18,Kamigawa: Neon Dynasty
15636,Burning Sun's Fury,common,0.02,0.03,0.02,0.24,red,Slawomir Maniak,2023-04-21,March of the Machine
15637,"Tariel, Reckoner of Souls",rare,0.62,0.84,0.21,0.49,black-red-white,Wayne Reynolds,2022-07-08,Double Masters 2022
15638,Pyromatics,common,0.08,,0.44,,red,Glen Angus,2012-09-07,Duel Decks: Izzet vs. Golgari
15639,Hurricane,rare,0.59,13.98,0.12,1.20,green,John Howe,2007-07-13,Tenth Edition
15640,Glarecaster,rare,0.29,8.00,0.10,2.00,white,Dan Frazier,2002-10-07,Onslaught
15641,Medicine Runner,common,0.25,0.97,0.02,0.20,green-white,Chippy,2008-05-02,Shadowmoor
15642,Screaming Shield,uncommon,0.05,0.12,0.02,0.30,none,Titus Lunter,2019-01-25,Ravnica Allegiance
15643,Stiltstrider,common,0.01,0.02,0.02,0.19,green,Leonardo Santanna,2022-10-07,Unfinity
15644,Quandrix Command,rare,0.24,0.39,0.40,0.79,green-blue,Viktor Titov,2021-04-23,Strixhaven: School of Mages
15645,Spellgorger Barbarian,common,0.18,0.40,0.02,0.30,red,Mark Romanoski,2002-05-27,Judgment
15646,Dive Bomber,common,0.12,0.29,0.15,0.30,white,Randy Gallegos,2002-10-07,Onslaught
15647,Manic Vandal,common,0.08,0.44,0.05,0.03,red,Christopher Moeller,2011-07-15,Magic 2012
15648,Majestic Auricorn,uncommon,0.05,0.13,0.01,0.10,white,Jonathan Kuo,2020-04-24,Ikoria: Lair of Behemoths
15649,Incorrigible Youths,uncommon,0.13,0.49,0.08,0.35,red,Winona Nelson,2016-04-08,Shadows over Innistrad
15650,Oakhame Ranger // Bring Back,uncommon,0.06,0.17,0.04,0.29,green-white,Mitchell Malloy & Maddie Julyk,2019-10-04,Throne of Eldraine
15651,Comet Storm,mythic,0.80,,0.95,,red,Jung Park,2020-11-20,Commander Legends
15652,Dispossess,rare,0.09,0.39,0.10,0.15,black,Mark Behm,2017-04-28,Amonkhet
15653,Clackbridge Troll,rare,0.35,0.50,0.59,0.15,black,Svetlin Velinov,2019-10-04,Throne of Eldraine
15654,Volcanic Salvo,rare,0.10,0.26,0.14,0.19,red,Torstein Nordstrand,2020-07-03,Core Set 2021
15655,Lathnu Sailback,common,0.02,0.01,0.01,0.13,red,Christopher Burdett,2017-01-20,Aether Revolt
15656,Blade of Selves,rare,3.62,3.63,2.52,1.99,none,Lie Setiawan,2022-06-10,Commander Legends: Battle for Baldur's Gate
15657,Sundering Stroke,rare,0.14,0.22,0.17,0.04,red,Stanton Feng,2019-10-04,Throne of Eldraine
15658,Archfiend of Despair,mythic,14.08,17.35,15.42,21.69,black,Josh Hass,2023-08-04,Commander Masters
15659,Urborg Elf,common,0.28,6.60,0.05,3.00,black-green-blue,Bob Petillo,2001-06-04,Apocalypse
15660,Shrike Harpy,uncommon,0.06,0.14,0.06,0.30,black,Christopher Moeller,2014-02-07,Born of the Gods
15661,Crooked Custodian,common,0.02,0.01,0.02,0.05,black,Tony Foti,2022-04-29,Streets of New Capenna
15662,Toxic Stench,common,0.20,0.25,0.02,0.12,black,Bradley Williams,2002-05-27,Judgment
15663,Saber Ants,uncommon,0.35,9.98,0.45,3.47,green,Greg Staples,1999-10-04,Mercadian Masques
15664,Serf,common,0.56,,,,black,Aaron Miller,2016-06-10,Eternal Masters Tokens
15665,Betrayal,common,0.23,,0.40,,blue,Gary Leach,1997-02-03,Visions
15666,Precognition Field,rare,0.24,1.03,0.25,1.99,blue,Adam Paquette,2018-04-27,Dominaria
15667,Dreadful Apathy,common,0.01,0.10,0.07,0.25,white,Mark Zug,2020-01-24,Theros Beyond Death
15668,Anax and Cymede,rare,0.19,0.70,0.27,0.50,red-white,Willian Murai,2013-09-27,Theros
15669,Stillmoon Cavalier,rare,3.08,18.01,0.90,7.99,black-white,Christopher Moeller,2008-07-25,Eventide
15670,Cling to Dust,uncommon,0.14,1.12,0.32,2.96,black,Caio Monteiro,2020-01-24,Theros Beyond Death
15671,Agadeem Occultist,rare,0.26,2.56,0.50,1.04,black,Vance Kovacs,2010-02-05,Worldwake
15672,Wingsteed Rider,common,0.04,0.03,0.02,0.04,white,Cynthia Sheppard,2022-07-08,Double Masters 2022
15673,Rolling Thunder,uncommon,0.24,,0.09,,red,Yohann Schepacz,2018-11-16,Game Night
15674,"Nivix, Aerie of the Firemind",uncommon,0.15,,0.98,,red-blue,Martina Pilcerova,2012-09-07,Duel Decks: Izzet vs. Golgari
15675,Cenn's Tactician,uncommon,0.15,0.64,0.38,0.94,white,Zoltan Boros & Gabor Szikszai,2008-02-01,Morningtide
15676,Invasive Species,common,0.06,0.28,0.09,0.10,green,Christopher Moeller,2014-07-18,Magic 2015
15677,The Philosopher,common,0.51,,0.65,,none,Chuck Lukacs,2013-09-27,Theros Hero's Path
15678,Shambling Shell,common,0.16,,0.15,,black-green,Joel Thomas,2012-09-07,Duel Decks: Izzet vs. Golgari
15679,Oxidda Golem,common,0.10,,0.17,,none,Greg Staples,2014-12-05,Duel Decks Anthology: Jace vs. Chandra
15680,Weird // Goblin,common,0.13,,,,red-blue,Hideaki Takamura,2018-11-02,GRN Guild Kit Tokens
15681,Heron-Blessed Geist,common,0.01,0.03,0.02,0.05,white,Jason A. Engle,2021-11-19,Innistrad: Crimson Vow
15682,Plaza of Heroes,rare,6.86,7.38,6.09,9.56,none,Gabor Szikszai,2022-09-09,Dominaria United
15683,Skyshooter,uncommon,0.16,0.59,0.27,1.41,green,Jerry Tiritilli,2001-10-01,Odyssey
15684,Thunderheads,uncommon,0.16,,0.05,,blue,Hideaki Takamura,2012-09-07,Duel Decks: Izzet vs. Golgari
15685,Spirited Companion,common,0.20,,0.17,,white,Ilse Gort,2023-08-04,Commander Masters
15686,Prakhata Club Security,common,0.01,,0.03,0.05,black,Igor Kieryluk,2018-06-08,Battlebond
15687,Supreme Phantom,rare,0.33,,0.68,,blue,Robbie Trevino,2021-11-19,Crimson Vow Commander
15688,Healing Leaves,common,0.14,1.29,0.06,0.35,green,Michael Sutfin,2007-02-02,Planar Chaos
15689,Kitsune Healer,common,0.17,0.50,0.02,0.20,white,Michael Sutfin,2004-10-01,Champions of Kamigawa
15690,Magma Phoenix,rare,0.19,1.97,0.05,0.87,red,Raymond Swanland,2010-07-16,Magic 2011
15691,Herdchaser Dragon,uncommon,0.14,0.84,0.06,0.79,green,Seb McKinnon,2015-03-27,Dragons of Tarkir
15692,Horizon Drake,uncommon,0.07,0.35,0.02,0.15,blue,Adi Granov,2010-02-05,Worldwake
15693,Ajani's Chosen,rare,0.48,,0.54,,white,Wayne Reynolds,2020-07-17,Jumpstart
15694,Manifold Insights,rare,0.68,,0.24,,blue,Tommy Arnold,2018-06-08,Commander Anthology Volume II
15695,Blasted Landscape,uncommon,1.56,,1.28,,none,Ciruelo,2018-06-08,Commander Anthology Volume II
15696,Jaddi Lifestrider,uncommon,0.05,,0.02,,green,Vincent Proce,2016-09-02,Duel Decks: Nissa vs. Ob Nixilis
15697,Aether Helix,uncommon,0.03,0.03,0.02,0.30,green-blue,Torstein Nordstrand,2021-04-23,Strixhaven: School of Mages
15698,Rootrunner,uncommon,0.10,0.50,0.05,0.19,green,Adam Rex,2004-10-01,Champions of Kamigawa
15699,"Nissa, Ascended Animist",mythic,3.22,3.53,4.21,4.40,green,Chase Stone,2023-02-03,Phyrexia: All Will Be One
15700,"Grakmaw, Skyclave Ravager",rare,0.10,0.21,0.91,0.10,black-green,Filip Burburan,2020-09-25,Zendikar Rising
15701,Distorting Lens,rare,0.45,,1.00,,none,Glen Angus,2003-07-28,Eighth Edition
15702,Pulling Teeth,common,0.07,0.29,0.02,0.10,black,Jim Pavelec,2008-02-01,Morningtide
15703,Blood Burglar,common,0.04,0.17,0.01,0.10,black,Cristi Balanescu,2019-07-12,Core Set 2020
15704,Phyrexian Vivisector,common,0.02,0.05,0.02,0.10,black,Irina Nordsol,2022-09-09,Dominaria United
15705,Amphibious Kavu,common,0.13,0.30,0.07,0.70,green,Wayne England,2001-02-05,Planeshift
15706,Banishment,uncommon,0.04,0.12,0.14,0.13,white,Darek Zabrocki,2022-06-10,Commander Legends: Battle for Baldur's Gate
15707,Zodiac Ox,uncommon,34.11,,44.50,,green,Ai Desheng,1999-05-01,Portal Three Kingdoms
15708,Frost Raptor,common,0.16,0.36,0.19,0.45,blue,Lars Grant-West,2006-07-21,Coldsnap
15709,Inspire Awe,common,0.04,0.10,0.02,0.09,green,Ekaterina Burmak,2020-01-24,Theros Beyond Death
15710,Blademane Baku,common,0.06,0.25,0.01,0.15,red,"Edward P. Beard, Jr.",2005-02-04,Betrayers of Kamigawa
